,Marea,,,N%,,,C%,,,ADF%,,,ADL%,,,Cellulose%,,,_15N,,
Wave.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.
Intercept,116.849,125.063,41.520,1.612,1.162,0.342,59.220,58.980,3.293,59.108,59.547,4.280,35.437,36.527,3.734,25.957,25.905,2.377,-11.283,-11.154,1.466
1401,-10.637,-10.594,1.769,-,-,-,-1.714,-1.777,0.891,-14.166,-13.160,4.660,-7.591,-7.383,3.991,-3.475,-3.058,3.082165787,7.095,7.602,2.408
1402,-11.192,-11.143,1.805,-,-,-,-1.523,-1.604,0.897,-16.740,-15.630,4.730,-8.906,-8.694,4.059,-4.625,-4.136,3.118627582,7.137,7.646,2.444
1403,-11.752,-11.693,1.840,-,-,-,-1.317,-1.411,0.902,-18.436,-17.296,4.781,-9.974,-9.780,4.112,-5.441,-4.900,3.176346682,6.782,7.274,2.438
1404,-12.184,-12.117,1.869,-,-,-,-1.001,-1.126,0.901,-19.637,-18.497,4.807,-10.947,-10.772,4.143,-5.941,-5.355,3.187730924,6.168,6.647,2.429
1405,-12.636,-12.560,1.901,-,-,-,-0.777,-0.920,0.907,-20.952,-19.821,4.879,-11.542,-11.373,4.151,-6.091,-5.489,3.211086555,5.504,5.961,2.458
1406,-13.136,-13.052,1.940,-,-,-,-0.711,-0.853,0.909,-22.244,-21.102,4.982,-11.828,-11.660,4.176,-6.620,-5.994,3.251567081,4.638,5.063,2.510
1407,-13.711,-13.619,1.972,-,-,-,-0.676,-0.819,0.894,-23.048,-21.870,4.997,-12.353,-12.200,4.191,-7.378,-6.667,3.24990679,3.693,4.096,2.512
1408,-14.357,-14.256,1.996,-,-,-,-0.791,-0.916,0.869,-23.732,-22.526,4.976,-13.078,-12.968,4.166,-7.779,-6.998,3.233111811,2.831,3.216,2.494
1409,-14.938,-14.826,2.019,-,-,-,-0.997,-1.091,0.841,-24.565,-23.335,5.059,-13.646,-13.554,4.206,-8.292,-7.479,3.232554916,1.593,1.930,2.508
1410,-15.486,-15.365,2.040,-,-,-,-1.101,-1.173,0.816,-25.024,-23.787,5.131,-13.521,-13.418,4.229,-8.623,-7.779,3.241833029,0.105,0.385,2.522
1411,-16.088,-15.957,2.058,-,-,-,-1.173,-1.229,0.801,-25.226,-24.021,5.148,-12.926,-12.831,4.182,-8.759,-7.893,3.250543106,-0.916,-0.667,2.539
1412,-16.711,-16.571,2.076,-,-,-,-1.261,-1.299,0.783,-25.302,-24.132,5.196,-12.936,-12.852,4.195,-9.403,-8.496,3.248909344,-1.632,-1.414,2.572
1413,-17.301,-17.152,2.093,-,-,-,-1.425,-1.439,0.768,-24.965,-23.823,5.251,-13.123,-13.046,4.222,-9.954,-8.982,3.246377203,-2.488,-2.307,2.589
1414,-17.885,-17.727,2.108,-,-,-,-1.608,-1.594,0.760,-24.155,-23.088,5.296,-12.632,-12.569,4.208,-9.920,-8.905,3.245952219,-3.340,-3.184,2.616
1415,-18.424,-18.255,2.124,-,-,-,-1.801,-1.751,0.741,-22.991,-22.040,5.282,-12.046,-11.996,4.179,-9.463,-8.446,3.194390543,-4.060,-3.914,2.659
1416,-18.864,-18.684,2.132,-,-,-,-2.153,-2.050,0.716,-21.808,-20.942,5.233,-11.695,-11.646,4.162,-9.195,-8.163,3.103375151,-4.676,-4.548,2.675
1417,-19.260,-19.071,2.136,-,-,-,-2.492,-2.335,0.708,-20.268,-19.503,5.204,-10.847,-10.806,4.174,-9.283,-8.225,3.035083921,-5.574,-5.488,2.689
1418,-19.577,-19.379,2.143,-,-,-,-2.746,-2.545,0.707,-17.786,-17.226,5.132,-9.272,-9.257,4.134,-9.019,-7.957,2.989433275,-6.604,-6.549,2.719
1419,-19.793,-19.586,2.150,-,-,-,-3.090,-2.838,0.699,-15.309,-14.958,5.067,-7.687,-7.685,4.065,-8.659,-7.588,2.956674097,-7.360,-7.335,2.724
1420,-20.070,-19.856,2.156,-,-,-,-3.427,-3.123,0.703,-13.116,-12.946,5.071,-6.174,-6.165,4.065,-8.636,-7.548,2.942780074,-8.060,-8.077,2.729
1421,-20.354,-20.132,2.162,-,-,-,-3.581,-3.244,0.712,-10.581,-10.631,5.060,-4.423,-4.423,4.075,-8.619,-7.518,2.960135951,-8.503,-8.547,2.762
1422,-20.451,-20.217,2.163,-,-,-,-3.685,-3.321,0.711,-8.088,-8.338,5.005,-2.727,-2.746,4.053,-8.014,-6.932,2.959158726,-8.686,-8.760,2.746
1423,-20.505,-20.262,2.165,-,-,-,-3.806,-3.415,0.710,-5.597,-6.036,4.955,-0.977,-1.016,4.019,-7.368,-6.307,2.928918823,-8.747,-8.834,2.709
1424,-20.496,-20.246,2.161,-,-,-,-3.777,-3.378,0.705,-3.289,-3.877,4.886,0.338,0.245,3.954,-6.746,-5.712,2.835173923,-8.656,-8.742,2.683
1425,-20.441,-20.182,2.162,-,-,-,-3.853,-3.431,0.710,-0.692,-1.485,4.851,2.025,1.911,3.936,-6.315,-5.295,2.802475637,-8.683,-8.788,2.640
1426,-20.276,-20.009,2.168,-,-,-,-4.087,-3.623,0.722,2.285,1.254,4.862,4.098,3.991,3.937,-5.625,-4.623,2.793653546,-8.715,-8.833,2.526
1427,-20.137,-19.862,2.168,-,-,-,-4.160,-3.674,0.726,4.853,3.620,4.859,6.313,6.187,3.922,-4.973,-4.010,2.762872715,-8.298,-8.419,2.442
1428,-19.972,-19.689,2.161,-,-,-,-4.110,-3.617,0.732,7.223,5.795,4.843,8.699,8.550,3.938,-4.710,-3.783,2.721554824,-7.789,-7.936,2.385
1429,-19.822,-19.531,2.162,-,-,-,-4.124,-3.614,0.742,9.649,8.015,4.849,10.723,10.566,3.953,-4.232,-3.345,2.704394544,-7.222,-7.376,2.338
1430,-19.620,-19.323,2.168,-,-,-,-4.125,-3.602,0.751,12.209,10.349,4.867,12.959,12.787,3.959,-3.130,-2.327,2.704034892,-6.264,-6.390,2.303
1431,-19.447,-19.144,2.170,-,-,-,-4.098,-3.564,0.758,14.314,12.273,4.892,14.971,14.785,3.999,-2.532,-1.783,2.684795997,-5.357,-5.469,2.281
1432,-19.313,-19.005,2.172,-,-,-,-4.043,-3.498,0.765,16.019,13.813,4.972,16.631,16.436,4.052,-2.544,-1.807,2.671225499,-4.484,-4.588,2.288
1433,-19.177,-18.863,2.176,-,-,-,-4.034,-3.473,0.779,18.156,15.777,4.978,18.140,17.943,4.123,-2.205,-1.507,2.657356362,-3.604,-3.704,2.266
1434,-18.993,-18.674,2.179,-,-,-,-4.010,-3.435,0.790,20.672,18.111,4.962,19.834,19.634,4.240,-1.546,-0.919,2.636869813,-2.769,-2.870,2.213
1435,-18.914,-18.592,2.184,-,-,-,-4.093,-3.493,0.808,21.856,19.233,4.858,20.968,20.782,4.299,-1.486,-0.876,2.592970446,-1.392,-1.473,2.166
1436,-18.831,-18.504,2.189,-,-,-,-4.040,-3.428,0.825,22.645,19.944,4.810,21.470,21.263,4.321,-1.550,-0.948,2.590537292,-0.167,-0.251,2.154
1437,-18.696,-18.365,2.195,-,-,-,-3.952,-3.331,0.832,23.329,20.537,4.803,21.996,21.766,4.367,-1.428,-0.866,2.58130832,0.905,0.825,2.138
1438,-18.513,-18.179,2.200,-,-,-,-3.896,-3.264,0.832,23.472,20.646,4.795,22.946,22.723,4.432,-1.377,-0.857,2.543058588,2.297,2.258,2.130
1439,-18.412,-18.076,2.197,-,-,-,-3.782,-3.146,0.834,23.032,20.203,4.800,23.299,23.071,4.470,-1.544,-1.051,2.535760225,3.649,3.642,2.166
1440,-18.454,-18.119,2.194,-,-,-,-3.691,-3.050,0.834,22.522,19.723,4.702,23.008,22.782,4.511,-2.170,-1.665,2.525764809,4.607,4.608,2.169
1441,-18.419,-18.083,2.195,-,-,-,-3.606,-2.959,0.831,22.102,19.337,4.612,22.561,22.339,4.510,-2.627,-2.117,2.492737225,5.458,5.473,2.160
1442,-18.299,-17.963,2.193,-,-,-,-3.421,-2.779,0.820,21.063,18.313,4.572,22.110,21.862,4.449,-2.833,-2.354,2.450066896,6.525,6.560,2.191
1443,-18.178,-17.844,2.191,-,-,-,-3.192,-2.564,0.803,19.830,17.114,4.486,21.716,21.460,4.452,-3.471,-3.007,2.428898718,7.260,7.291,2.222
1444,-18.033,-17.700,2.193,-,-,-,-3.106,-2.473,0.799,18.547,15.903,4.404,21.054,20.811,4.469,-4.344,-3.859,2.424097377,7.712,7.737,2.218
1445,-17.940,-17.608,2.192,-,-,-,-2.997,-2.362,0.788,17.002,14.442,4.331,20.057,19.813,4.402,-4.625,-4.146,2.409048594,8.168,8.193,2.223
1446,-17.861,-17.532,2.183,-,-,-,-2.794,-2.175,0.759,15.264,12.802,4.243,18.707,18.447,4.329,-4.849,-4.387,2.409671349,8.399,8.405,2.247
1447,-17.722,-17.396,2.171,-,-,-,-2.587,-1.983,0.736,13.421,11.081,4.181,17.421,17.147,4.330,-5.738,-5.240,2.422568949,8.912,8.910,2.279
1448,-17.559,-17.237,2.161,-,-,-,-2.319,-1.740,0.716,11.870,9.623,4.151,16.407,16.116,4.318,-6.201,-5.684,2.425041772,9.213,9.202,2.302
1449,-17.366,-17.048,2.150,-,-,-,-2.117,-1.557,0.695,10.232,8.072,4.105,14.963,14.660,4.231,-6.404,-5.889,2.409101644,9.104,9.081,2.293
1450,-17.198,-16.887,2.135,-,-,-,-1.964,-1.414,0.677,8.190,6.150,4.064,13.004,12.700,4.157,-7.177,-6.629,2.402790125,9.340,9.323,2.293
1451,-17.035,-16.731,2.120,-,-,-,-1.697,-1.173,0.659,6.476,4.559,4.057,11.264,10.957,4.118,-7.427,-6.867,2.443554902,9.110,9.076,2.290
1452,-16.827,-16.529,2.108,-,-,-,-1.461,-0.962,0.646,4.911,3.113,4.067,9.673,9.363,4.060,-7.395,-6.850,2.486864197,8.553,8.495,2.322
1453,-16.592,-16.302,2.096,-,-,-,-1.345,-0.854,0.645,2.652,0.996,4.090,7.882,7.564,4.008,-7.770,-7.219,2.493991938,8.471,8.413,2.375
1454,-16.390,-16.107,2.079,-,-,-,-1.261,-0.778,0.647,0.471,-1.037,4.141,6.400,6.074,3.989,-7.994,-7.433,2.526069867,8.521,8.468,2.409
1455,-16.220,-15.943,2.064,-,-,-,-1.245,-0.764,0.651,-1.337,-2.703,4.201,5.104,4.773,3.944,-8.517,-7.926,2.595505621,8.444,8.384,2.464
1456,-15.988,-15.718,2.047,-,-,-,-1.155,-0.684,0.650,-3.458,-4.675,4.224,3.768,3.418,3.858,-9.222,-8.584,2.605338196,7.925,7.844,2.472
1457,-15.743,-15.479,2.025,-,-,-,-0.957,-0.510,0.645,-5.129,-6.235,4.267,2.470,2.123,3.804,-9.313,-8.666,2.599627713,7.326,7.215,2.470
1458,-15.409,-15.154,2.000,-,-,-,-0.871,-0.434,0.654,-6.541,-7.529,4.348,0.661,0.338,3.787,-9.298,-8.647,2.660509075,7.096,6.968,2.516
1459,-15.026,-14.782,1.980,-,-,-,-0.745,-0.328,0.665,-8.721,-9.532,4.424,-1.186,-1.541,3.755,-9.505,-8.828,2.677752388,6.535,6.394,2.535
1460,-14.672,-14.436,1.961,-,-,-,-0.522,-0.139,0.668,-10.973,-11.610,4.485,-2.807,-3.204,3.727,-9.607,-8.913,2.667740502,5.883,5.737,2.564
1461,-14.255,-14.027,1.938,-,-,-,-0.352,0.004,0.673,-12.188,-12.704,4.531,-4.177,-4.560,3.742,-9.453,-8.750,2.717317916,5.639,5.496,2.590
1462,-13.844,-13.626,1.915,-,-,-,-0.194,0.137,0.680,-13.088,-13.507,4.590,-5.053,-5.440,3.745,-9.279,-8.567,2.743040703,5.397,5.258,2.597
1463,-13.404,-13.197,1.896,-,-,-,0.020,0.316,0.680,-13.512,-13.865,4.641,-4.808,-5.201,3.686,-9.117,-8.382,2.728105068,4.873,4.738,2.574
1464,-13.006,-12.808,1.874,-,-,-,0.173,0.442,0.684,-14.075,-14.336,4.685,-5.629,-6.034,3.691,-8.832,-8.094,2.727140486,4.345,4.201,2.588
1465,-12.640,-12.451,1.848,-,-,-,0.257,0.506,0.695,-14.114,-14.306,4.746,-7.066,-7.489,3.763,-8.164,-7.454,2.762818554,4.080,3.918,2.622
1466,-12.237,-12.058,1.822,-,-,-,0.364,0.590,0.702,-14.290,-14.416,4.793,-7.523,-7.957,3.750,-7.982,-7.265,2.751800744,3.825,3.669,2.626
1467,-11.821,-11.652,1.795,-,-,-,0.483,0.684,0.703,-14.505,-14.549,4.803,-7.673,-8.116,3.707,-8.148,-7.404,2.705310394,3.362,3.216,2.625
1468,-11.420,-11.260,1.771,-,-,-,0.582,0.759,0.705,-14.787,-14.754,4.820,-8.075,-8.524,3.698,-7.869,-7.117,2.672374057,2.947,2.808,2.612
1469,-11.011,-10.861,1.749,-,-,-,0.614,0.776,0.708,-15.441,-15.327,4.894,-8.213,-8.664,3.653,-7.535,-6.775,2.636796802,2.792,2.682,2.572
1470,-10.593,-10.453,1.720,-,-,-,0.729,0.865,0.707,-14.965,-14.825,4.854,-7.876,-8.328,3.589,-7.246,-6.479,2.582824974,2.450,2.350,2.528
1471,-10.196,-10.063,1.688,-,-,-,0.978,1.066,0.706,-13.931,-13.785,4.697,-7.679,-8.127,3.551,-6.857,-6.083,2.492691221,1.794,1.685,2.473
1472,-9.787,-9.662,1.662,-,-,-,1.063,1.129,0.702,-13.301,-13.132,4.642,-7.507,-7.954,3.519,-6.379,-5.605,2.456747917,1.333,1.219,2.441
1473,-9.333,-9.216,1.637,-,-,-,1.038,1.102,0.692,-12.099,-11.947,4.584,-6.654,-7.101,3.417,-5.759,-4.997,2.444518801,0.894,0.758,2.412
1474,-8.891,-8.783,1.609,-,-,-,1.090,1.137,0.683,-10.705,-10.576,4.479,-5.840,-6.281,3.325,-5.529,-4.757,2.401650176,0.794,0.671,2.371
1475,-8.433,-8.335,1.583,-,-,-,1.100,1.133,0.667,-9.581,-9.458,4.416,-5.411,-5.848,3.304,-5.369,-4.590,2.36939433,0.930,0.837,2.350
1476,-8.074,-7.984,1.557,-,-,-,1.098,1.122,0.658,-8.267,-8.169,4.329,-4.724,-5.156,3.260,-4.928,-4.146,2.360827917,0.936,0.869,2.302
1477,-7.761,-7.680,1.528,-,-,-,1.139,1.150,0.656,-6.276,-6.244,4.201,-3.682,-4.100,3.173,-4.521,-3.727,2.359025778,1.127,1.104,2.228
1478,-7.447,-7.377,1.501,-,-,-,1.186,1.180,0.652,-4.632,-4.644,4.023,-2.420,-2.816,3.064,-4.479,-3.652,2.306609896,1.292,1.316,2.152
1479,-7.215,-7.151,1.479,-,-,-,1.256,1.233,0.645,-3.041,-3.122,3.932,-1.137,-1.551,3.014,-4.125,-3.291,2.290835457,1.082,1.126,2.102
1480,-6.978,-6.920,1.462,-,-,-,1.315,1.277,0.635,-1.471,-1.599,3.888,-0.127,-0.555,2.963,-3.709,-2.873,2.309532102,0.811,0.862,2.039
1481,-6.736,-6.685,1.444,-,-,-,1.336,1.287,0.616,1.102,0.856,3.771,1.467,1.045,2.881,-2.912,-2.109,2.263676492,0.688,0.747,1.966
1482,-6.545,-6.502,1.420,-,-,-,1.450,1.378,0.604,3.922,3.524,3.662,3.207,2.778,2.847,-2.069,-1.297,2.216827646,0.578,0.652,1.906
1483,-6.377,-6.338,1.403,-,-,-,1.482,1.395,0.597,5.691,5.230,3.634,4.021,3.576,2.857,-1.416,-0.643,2.214660087,0.270,0.356,1.852
1484,-6.203,-6.169,1.391,-,-,-,1.418,1.335,0.586,7.943,7.368,3.632,5.171,4.716,2.867,-0.374,0.358,2.215034077,0.026,0.129,1.830
1485,-6.050,-6.021,1.383,-,-,-,1.472,1.377,0.582,10.837,10.095,3.640,6.843,6.375,2.922,0.416,1.109,2.253068872,-0.088,0.035,1.839
1486,-5.996,-5.971,1.378,-,-,-,1.574,1.454,0.593,13.521,12.656,3.718,8.258,7.777,3.026,0.895,1.589,2.30660345,-0.634,-0.502,1.847
1487,-5.979,-5.957,1.374,-,-,-,1.607,1.473,0.600,15.772,14.814,3.823,9.814,9.341,3.123,1.653,2.354,2.34822339,-0.992,-0.830,1.875
1488,-5.915,-5.900,1.377,-,-,-,1.635,1.492,0.602,17.933,16.877,3.897,11.598,11.127,3.247,2.603,3.287,2.418376972,-0.803,-0.598,1.905
1489,-5.864,-5.854,1.385,-,-,-,1.680,1.522,0.612,20.303,19.138,3.989,13.373,12.886,3.415,3.512,4.166,2.491397009,-1.061,-0.832,1.913
1490,-5.912,-5.904,1.396,-,-,-,1.769,1.591,0.633,22.193,20.950,4.120,14.846,14.332,3.588,4.392,5.042,2.568800488,-1.324,-1.067,1.995
1491,-6.015,-6.011,1.410,-,-,-,1.873,1.679,0.651,24.497,23.134,4.258,16.267,15.738,3.733,5.583,6.203,2.63833179,-1.319,-1.046,2.088
1492,-6.064,-6.065,1.423,-,-,-,1.872,1.670,0.663,26.784,25.306,4.346,17.663,17.161,3.858,6.504,7.083,2.687317945,-1.660,-1.393,2.099
1493,-6.025,-6.028,1.437,-,-,-,1.901,1.684,0.683,28.224,26.709,4.432,18.578,18.081,3.939,6.991,7.573,2.750272208,-2.064,-1.787,2.136
1494,-5.972,-5.978,1.457,-,-,-,1.940,1.708,0.702,29.732,28.164,4.589,19.632,19.115,4.037,7.519,8.106,2.823596775,-2.231,-1.939,2.234
1495,-5.972,-5.983,1.480,-,-,-,1.853,1.629,0.707,30.985,29.374,4.675,20.980,20.471,4.168,8.133,8.690,2.8672074,-2.150,-1.842,2.263
1496,-5.918,-5.935,1.499,-,-,-,1.799,1.574,0.718,32.011,30.397,4.739,21.573,21.062,4.249,8.795,9.330,2.905468067,-2.453,-2.134,2.285
1497,-5.968,-5.986,1.522,-,-,-,1.817,1.574,0.735,32.931,31.308,4.828,21.950,21.401,4.272,9.453,9.990,2.969451549,-3.116,-2.790,2.365
1498,-6.169,-6.189,1.547,-,-,-,1.817,1.562,0.744,33.891,32.231,4.893,23.082,22.512,4.342,10.329,10.833,3.010650077,-3.329,-2.985,2.417
1499,-6.259,-6.283,1.571,-,-,-,1.770,1.508,0.746,35.089,33.399,4.960,23.903,23.359,4.413,11.043,11.496,3.02610864,-3.469,-3.108,2.404
1500,-6.299,-6.325,1.590,1.022,0.942,0.133,1.682,1.418,0.754,35.621,33.926,4.990,24.228,23.682,4.409,11.593,12.025,3.065041684,-3.697,-3.316,2.395
1501,-6.325,-6.354,1.606,0.945,0.867,0.129,1.584,1.324,0.763,35.494,33.818,4.964,24.830,24.260,4.434,12.318,12.730,3.111887505,-3.850,-3.450,2.431
1502,-6.331,-6.364,1.625,0.869,0.795,0.125,1.447,1.196,0.754,35.751,34.109,4.923,24.726,24.156,4.404,12.589,12.987,3.091637314,-4.106,-3.707,2.442
1503,-6.355,-6.391,1.646,0.791,0.719,0.121,1.334,1.086,0.742,36.063,34.450,4.866,23.896,23.316,4.293,12.669,13.067,3.038777972,-4.385,-3.992,2.401
1504,-6.396,-6.431,1.662,0.717,0.648,0.117,1.337,1.075,0.741,36.222,34.621,4.771,23.875,23.267,4.257,13.251,13.628,3.045285628,-4.643,-4.243,2.363
1505,-6.567,-6.603,1.680,0.648,0.582,0.113,1.378,1.097,0.737,36.808,35.210,4.700,24.217,23.596,4.228,13.765,14.100,3.038301342,-4.684,-4.254,2.322
1506,-6.716,-6.753,1.697,0.577,0.513,0.108,1.317,1.033,0.718,36.495,34.964,4.615,23.990,23.389,4.150,13.809,14.118,2.966372575,-4.564,-4.101,2.241
1507,-6.711,-6.752,1.705,0.513,0.452,0.104,1.089,0.827,0.693,35.699,34.249,4.470,23.493,22.903,4.047,14.123,14.418,2.903392878,-4.746,-4.275,2.163
1508,-6.786,-6.832,1.716,0.451,0.392,0.100,0.808,0.575,0.670,36.142,34.691,4.362,23.050,22.438,3.965,14.836,15.101,2.851417983,-5.071,-4.597,2.125
1509,-6.892,-6.940,1.729,0.383,0.327,0.096,0.694,0.466,0.652,35.722,34.323,4.250,22.406,21.776,3.903,14.851,15.113,2.813369572,-5.096,-4.610,2.094
1510,-6.916,-6.963,1.737,0.323,0.270,0.092,0.644,0.411,0.637,34.267,32.995,4.068,21.599,20.976,3.767,14.531,14.817,2.748514568,-5.163,-4.692,2.018
1511,-7.025,-7.075,1.744,0.267,0.215,0.088,0.389,0.178,0.614,33.669,32.483,3.896,21.059,20.452,3.588,14.588,14.868,2.65328185,-5.459,-5.008,1.923
1512,-7.228,-7.279,1.753,0.214,0.165,0.085,0.182,-0.012,0.595,33.282,32.156,3.793,20.651,20.045,3.476,14.589,14.839,2.597666887,-5.780,-5.307,1.900
1513,-7.323,-7.376,1.761,0.167,0.119,0.081,0.136,-0.062,0.583,32.724,31.674,3.711,20.091,19.479,3.401,14.778,14.996,2.5407812,-6.243,-5.768,1.885
1514,-7.321,-7.378,1.764,0.116,0.071,0.078,-0.030,-0.218,0.567,31.723,30.793,3.543,18.985,18.373,3.269,14.930,15.125,2.426509105,-6.805,-6.375,1.790
1515,-7.343,-7.403,1.766,0.071,0.028,0.075,-0.224,-0.396,0.551,30.663,29.838,3.398,17.968,17.354,3.148,14.707,14.900,2.338857999,-7.207,-6.793,1.725
1516,-7.259,-7.319,1.763,0.030,-0.011,0.072,-0.190,-0.379,0.549,28.674,27.983,3.275,16.762,16.116,3.060,13.881,14.113,2.294598872,-7.544,-7.128,1.671
1517,-7.260,-7.322,1.766,-0.013,-0.051,0.069,-0.322,-0.503,0.531,27.196,26.631,3.167,15.500,14.840,3.007,13.575,13.815,2.238252859,-7.552,-7.134,1.607
1518,-7.364,-7.427,1.773,-0.055,-0.091,0.066,-0.773,-0.896,0.498,25.977,25.528,3.023,13.808,13.154,2.946,13.446,13.685,2.151953414,-7.290,-6.870,1.511
1519,-7.351,-7.416,1.774,-0.087,-0.122,0.064,-1.002,-1.101,0.482,25.057,24.692,2.978,12.988,12.340,2.933,13.124,13.366,2.11720551,-7.427,-7.004,1.495
1520,-7.269,-7.337,1.774,-0.112,-0.146,0.062,-1.012,-1.119,0.477,24.320,24.032,3.001,12.772,12.127,2.981,12.823,13.056,2.122406482,-7.519,-7.073,1.533
1521,-7.280,-7.350,1.775,-0.149,-0.180,0.060,-1.175,-1.269,0.468,23.388,23.186,2.981,12.089,11.454,2.999,12.637,12.874,2.081368041,-7.403,-6.951,1.513
1522,-7.299,-7.372,1.773,-0.189,-0.218,0.057,-1.494,-1.555,0.461,22.605,22.472,2.972,11.577,10.969,2.993,12.462,12.717,2.043627304,-7.382,-6.939,1.489
1523,-7.282,-7.357,1.771,-0.216,-0.244,0.055,-1.649,-1.697,0.456,21.734,21.675,2.973,11.009,10.414,2.996,11.943,12.205,2.01842042,-7.555,-7.117,1.474
1524,-7.302,-7.376,1.773,-0.242,-0.268,0.054,-1.636,-1.692,0.451,20.783,20.810,2.951,10.268,9.672,2.994,11.339,11.599,1.965674365,-7.571,-7.140,1.426
1525,-7.296,-7.372,1.775,-0.271,-0.295,0.052,-1.843,-1.877,0.445,19.834,19.936,2.955,9.304,8.714,3.038,11.069,11.334,1.945518018,-7.578,-7.150,1.410
1526,-7.239,-7.320,1.777,-0.292,-0.315,0.050,-2.126,-2.127,0.438,18.686,18.861,3.003,8.048,7.456,3.127,10.716,10.984,1.970142233,-8.064,-7.652,1.419
1527,-7.162,-7.245,1.777,-0.311,-0.333,0.049,-2.291,-2.277,0.439,17.784,18.033,3.047,7.483,6.911,3.157,10.058,10.344,1.971965758,-8.236,-7.823,1.427
1528,-7.108,-7.195,1.779,-0.336,-0.355,0.047,-2.525,-2.489,0.445,17.272,17.581,3.066,7.285,6.763,3.165,9.627,9.936,1.963319449,-7.855,-7.410,1.426
1529,-7.040,-7.129,1.775,-0.358,-0.376,0.045,-2.831,-2.758,0.452,16.387,16.764,3.088,6.422,5.916,3.230,9.171,9.508,1.969350204,-7.536,-7.079,1.417
1530,-6.893,-6.983,1.765,-0.371,-0.388,0.045,-3.129,-3.018,0.463,15.066,15.541,3.146,5.430,4.916,3.298,8.178,8.565,1.965052797,-7.378,-6.920,1.404
1531,-6.782,-6.875,1.759,-0.384,-0.400,0.043,-3.300,-3.170,0.469,14.383,14.914,3.191,5.090,4.605,3.290,7.481,7.896,1.976815866,-7.358,-6.900,1.423
1532,-6.719,-6.816,1.755,-0.399,-0.414,0.042,-3.440,-3.294,0.470,14.021,14.573,3.207,4.850,4.403,3.249,7.022,7.460,2.016541867,-7.246,-6.794,1.465
1533,-6.625,-6.724,1.748,-0.414,-0.427,0.041,-3.666,-3.490,0.485,13.287,13.877,3.241,4.101,3.670,3.296,6.707,7.154,2.035051089,-7.008,-6.553,1.474
1534,-6.548,-6.650,1.744,-0.431,-0.443,0.040,-3.876,-3.674,0.505,12.559,13.193,3.296,3.554,3.163,3.359,6.758,7.183,2.037527122,-7.012,-6.553,1.477
1535,-6.373,-6.477,1.736,-0.439,-0.449,0.039,-3.961,-3.750,0.515,12.192,12.841,3.331,3.249,2.897,3.350,6.136,6.580,2.070228467,-6.785,-6.321,1.490
1536,-6.135,-6.239,1.724,-0.443,-0.452,0.038,-4.053,-3.830,0.531,12.204,12.837,3.346,2.713,2.390,3.355,5.166,5.653,2.128617652,-5.894,-5.401,1.504
1537,-5.939,-6.046,1.711,-0.445,-0.453,0.038,-4.232,-3.983,0.546,11.265,11.918,3.349,1.711,1.378,3.416,4.843,5.325,2.116491961,-5.673,-5.186,1.490
1538,-5.699,-5.810,1.701,-0.444,-0.452,0.037,-4.265,-4.006,0.548,10.269,10.941,3.381,1.628,1.310,3.387,4.450,4.927,2.123634447,-6.122,-5.656,1.452
1539,-5.423,-5.535,1.685,-0.432,-0.440,0.037,-4.213,-3.953,0.547,10.105,10.742,3.373,1.566,1.278,3.316,3.552,4.033,2.15406278,-6.098,-5.648,1.479
1540,-5.280,-5.393,1.669,-0.423,-0.430,0.037,-4.242,-3.972,0.551,9.105,9.759,3.354,0.881,0.616,3.303,3.068,3.535,2.142671373,-5.780,-5.333,1.529
1541,-5.076,-5.189,1.657,-0.421,-0.427,0.036,-4.333,-4.044,0.560,8.128,8.808,3.341,0.326,0.082,3.317,3.189,3.628,2.092119746,-5.806,-5.362,1.491
1542,-4.695,-4.811,1.641,-0.420,-0.426,0.035,-4.411,-4.106,0.566,7.823,8.505,3.263,-0.152,-0.379,3.286,3.000,3.444,2.066630071,-6.083,-5.688,1.410
1543,-4.393,-4.510,1.620,-0.407,-0.413,0.034,-4.351,-4.050,0.560,7.195,7.872,3.210,-0.693,-0.921,3.225,2.254,2.709,2.077722527,-5.953,-5.582,1.396
1544,-4.178,-4.296,1.595,-0.382,-0.388,0.034,-4.354,-4.039,0.562,6.790,7.401,3.186,-1.111,-1.349,3.178,2.036,2.446,2.044284327,-5.602,-5.213,1.375
1545,-3.941,-4.062,1.570,-0.371,-0.377,0.033,-4.471,-4.127,0.573,5.928,6.532,3.156,-1.589,-1.816,3.164,1.681,2.101,2.011604309,-5.555,-5.187,1.321
1546,-3.788,-3.906,1.546,-0.364,-0.368,0.033,-4.346,-4.010,0.568,4.705,5.332,3.174,-2.122,-2.324,3.127,0.718,1.182,2.010538431,-5.445,-5.097,1.321
1547,-3.658,-3.774,1.523,-0.335,-0.340,0.032,-4.051,-3.744,0.548,4.617,5.159,3.193,-2.145,-2.337,3.028,0.594,1.022,1.985042054,-5.131,-4.761,1.344
1548,-3.383,-3.500,1.501,-0.307,-0.312,0.032,-3.927,-3.623,0.540,4.630,5.092,3.157,-2.170,-2.364,2.968,1.026,1.399,1.933699499,-4.853,-4.474,1.300
